Image,Rating,Comment,Rater
022_S_4291_20130130_t1_stx2,Pass,"",Rater04
022_S_4805_20130402_t1_stx2,Pass,"",Rater04
022_S_4805_S550036_t1_stx2,Pass,"",Rater04
022_S_4922_20120925_t1_stx2,Pass,"",Rater04
022_S_4922_20131009_t1_stx2,Pass,"",Rater04
022_S_5004_20130426_t1_stx2,Pass,"",Rater04
022_S_5004_S666950_t1_stx2,Pass,"",Rater04
022_S_5004_S814288_t1_stx2,Pass,"",Rater04
023_S_0030_20070426_t1_stx2,Pass,"",Rater04
023_S_0030_20070427_t1_stx2,Pass,"",Rater04
023_S_0030_S13218_t1_stx2,Pass,"",Rater04
023_S_0030_S8908_t1_stx2,Pass,"",Rater04
023_S_0031_S21468_t1_stx2,Pass,"",Rater04
023_S_0031_S42738_t1_stx2,Pass,"",Rater04
023_S_0031_S60451_t1_stx2,Pass,"",Rater04
023_S_0031_S678021_t1_stx2,Pass,"",Rater04
023_S_0042_20081205_t1_stx2,Pass,"",Rater04
023_S_0042_20111130_t1_stx2,Pass,"",Rater04
023_S_0058_20051212_t1_stx2,Pass,"",Rater04
023_S_0058_20060622_t1_stx2,Pass,"",Rater04
023_S_0058_20081209_t1_stx2,Pass,"",Rater04
023_S_0078_20051216_t1_stx2,Pass,"",Rater04
023_S_0078_20060711_t1_stx2,Pass,"",Rater04
023_S_0081_20100311_t1_stx2,Pass,"",Rater04
023_S_0084_20080122_t1_stx2,Pass,"",Rater04
023_S_0126_20090303_t1_stx2,Pass,"",Rater04
023_S_0126_20100304_t1_stx2,Pass,"",Rater04
023_S_0126_20120209_t1_stx2,Pass,"",Rater04
023_S_0217_20060815_t1_stx2,Pass,"",Rater04
023_S_0217_20070807_t1_stx2,Pass,"",Rater04
023_S_0331_20060323_t1_stx2,Pass,"",Rater04
023_S_0376_20071025_t1_stx2,Pass,"",Rater04
023_S_0388_20061106_t1_stx2,Pass,"",Rater04
023_S_0388_20070413_t1_stx2,Pass,"",Rater04
023_S_0604_20060602_t1_stx2,Pass,"",Rater04
023_S_0604_20060620_t1_stx2,Pass,"",Rater04
023_S_0625_20080801_t1_stx2,Pass,registration is good - subject has lots of atrophy,Rater04
023_S_0625_S44498_t1_stx2,Pass,registration looks good - subject has lots of atrophy,Rater04
023_S_0625_S54691_t1_stx2,Pass,registration looks good - subject has lots of atrophy,Rater04
023_S_0855_20070905_t1_stx2,Pass,"",Rater04
023_S_0887_20081010_t1_stx2,Pass,"",Rater04
023_S_0887_20111004_t1_stx2,Pass,"",Rater04
023_S_0926_20131010_t1_stx2,Pass,"",Rater04
023_S_0963_20061017_t1_stx2,Pass,"",Rater04
023_S_1046_20070625_t1_stx2,Pass,"",Rater04
023_S_1126_20070619_t1_stx2,Pass,"",Rater04
023_S_1190_20090115_t1_stx2,Pass,"",Rater04
023_S_1190_S629915_t1_stx2,Pass,"",Rater04
023_S_1262_20070228_t1_stx2,Pass,"",Rater04
023_S_1289_20070212_t1_stx2,Pass,"",Rater04
023_S_4115_20130930_t1_stx2,Pass,"",Rater04
023_S_4122_20110826_t1_stx2,Pass,"",Rater04
023_S_4122_20120605_t1_stx2,Pass,"",Rater04
023_S_4164_20120117_t1_stx2,Pass,"",Rater04
023_S_4241_20120501_t1_stx2,Pass,"",Rater04
023_S_4243_20120906_t1_stx2,Pass,"",Rater04
023_S_4243_20140226_t1_stx2,Pass,"",Rater04
109_S_4594_20140519_t1_stx2,Pass,"",Rater07
114_S_0173_20060908_t1_stx2,Pass,"",Rater07
114_S_0173_20130219_t1_stx2,Pass,"",Rater07
114_S_0228_20060216_t1_stx2,Pass,"",Rater07
114_S_0378_20080618_t1_stx2,Pass,"",Rater07
114_S_0416_20061101_t1_stx2,Pass,"",Rater07
114_S_1103_S23239_t1_stx2,Pass,"",Rater07
114_S_1106_20091228_t1_stx2,Pass,"",Rater07
114_S_1118_20130129_t1_stx2,Pass,"",Rater07
114_S_2392_20120206_t1_stx2,Fail,"",Rater07
114_S_4379_20120503_t1_stx2,Pass,"",Rater07
114_S_4379_20121109_t1_stx2,Pass,"",Rater07
116_S_0370_20060424_t1_stx2,Pass,"",Rater07
116_S_0370_20070514_t1_stx2,Pass,"",Rater07
116_S_0382_20110616_t1_stx2,Pass,"",Rater07
116_S_0382_20130603_t1_stx2,Pass,"",Rater07
116_S_0487_20060601_t1_stx2,Pass,"",Rater07
116_S_0487_20080606_t1_stx2,Pass,"",Rater07
116_S_1232_20070223_t1_stx2,Pass,"",Rater07
116_S_1232_20080130_t1_stx2,Pass,"",Rater07
116_S_1243_20090305_t1_stx2,Pass,"",Rater07
116_S_1243_20110308_t1_stx2,Pass,"",Rater07
116_S_1243_S183747_t1_stx2,Pass,"",Rater07
116_S_1249_20100204_t1_stx2,Pass,"",Rater07
116_S_1315_20070921_t1_stx2,Pass,"",Rater07
116_S_1315_20090416_t1_stx2,Pass,"",Rater07
116_S_4010_20110630_t1_stx2,Pass,"",Rater07
116_S_4043_20110808_t1_stx2,Pass,"",Rater07
116_S_4043_S663460_t1_stx2,Pass,"",Rater07
116_S_4175_20120229_t1_stx2,Pass,"",Rater07
116_S_4195_20120320_t1_stx2,Pass,"",Rater07
116_S_4199_20111123_t1_stx2,Pass,"",Rater07
116_S_4199_20120320_t1_stx2,Pass,"",Rater07
116_S_4483_20130213_t1_stx2,Pass,"",Rater07
116_S_4483_S674059_t1_stx2,Pass,"",Rater07
116_S_4635_20120329_t1_stx2,Pass,"",Rater07
116_S_4732_20120531_t1_stx2,Pass,"",Rater07
116_S_4855_S791127_t1_stx2,Pass,"",Rater07
116_S_4898_20140819_t1_stx2,Pass,"",Rater07
116_S_6439_S700404_t1_stx2,Pass,"",Rater07
116_S_6550_S713842_t1_stx2,Pass,"",Rater07
123_S_0091_20051223_t1_stx2,Pass,"",Rater07
123_S_0106_20110124_t1_stx2,Pass,"",Rater07
123_S_0108_20060201_t1_stx2,Pass,"",Rater07
123_S_0108_20060808_t1_stx2,Pass,"",Rater07
123_S_0108_S46168_t1_stx2,Pass,"",Rater07
123_S_0162_20061102_t1_stx2,Pass,"",Rater07
123_S_0298_20100419_t1_stx2,Pass,"",Rater07
123_S_2055_20100819_t1_stx2,Pass,"",Rater07
123_S_4127_20130926_t1_stx2,Pass,"",Rater07
126_S_0605_20060615_t1_stx2,Pass,"",Rater07
126_S_0605_20130626_t1_stx2,Pass,"",Rater07
126_S_0606_20070131_t1_stx2,Pass,"",Rater07
126_S_0680_20090728_t1_stx2,Pass,"",Rater07
126_S_0708_20100712_t1_stx2,Pass,"",Rater07
126_S_0709_S225118_t1_stx2,Pass,"",Rater07
126_S_0865_20070528_t1_stx2,Pass,"",Rater07
126_S_1077_20081208_t1_stx2,Pass,"",Rater07
126_S_1187_S140181_t1_stx2,Pass,"",Rater07
126_S_1221_20080128_t1_stx2,Pass,"",Rater07
126_S_1340_20070314_t1_stx2,Pass,"",Rater07
126_S_2405_S135262_t1_stx2,Pass,"",Rater07
126_S_4494_20120131_t1_stx2,Pass,"",Rater07
126_S_4514_20120827_t1_stx2,Pass,"",Rater07
126_S_4712_20120508_t1_stx2,Pass,"",Rater07
126_S_5243_S269335_t1_stx2,Pass,"",Rater07
126_S_6683_S795926_t1_stx2,Pass,"",Rater07
127_S_0260_20080513_t1_stx2,Pass,"",Rater07
127_S_0393_20071212_t1_stx2,Pass,"",Rater07
127_S_0431_20060517_t1_stx2,Pass,"",Rater07
127_S_0844_20061009_t1_stx2,Pass,"",Rater07
127_S_1032_20091214_t1_stx2,Fail,"",Rater07
127_S_1140_20070705_t1_stx2,Pass,"",Rater07
127_S_1419_20080305_t1_stx2,Pass,"",Rater07
127_S_2213_S131545_t1_stx2,Pass,"",Rater07
127_S_2234_S112119_t1_stx2,Pass,"",Rater07
127_S_4197_S498902_t1_stx2,Fail,"complete fail, crop",Rater07
127_S_4198_S500440_t1_stx2,Pass,"",Rater07
127_S_4301_20111024_t1_stx2,Pass,"",Rater07
127_S_4301_20121108_t1_stx2,Pass,"",Rater07
127_S_4765_S570869_t1_stx2,Pass,"",Rater07
127_S_4844_20130827_t1_stx2,Pass,"",Rater07
127_S_4992_20121025_t1_stx2,Pass,"",Rater07
127_S_5067_20130805_t1_stx2,Fail,frontal ringing registration is a bit off,Rater07
127_S_5132_20130725_t1_stx2,Pass,"",Rater07
127_S_5132_20140501_t1_stx2,Pass,"",Rater07
127_S_5200_20130924_t1_stx2,Pass,"",Rater07
128_S_0135_S26272_t1_stx2,Pass,"",Rater07
128_S_0138_20060125_t1_stx2,Pass,"",Rater07
128_S_0138_S26782_t1_stx2,Pass,"",Rater07
128_S_0200_S141426_t1_stx2,Pass,"",Rater07
128_S_0200_S404497_t1_stx2,Pass,"",Rater07
128_S_0225_S27217_t1_stx2,Pass,"",Rater07
128_S_0225_S72785_t1_stx2,Pass,"",Rater07
128_S_0227_S48842_t1_stx2,Pass,"",Rater07
128_S_0227_20061019_t1_stx2,Pass,the next transfo for the same subject is better,Rater07
128_S_0229_20060308_t1_stx2,Pass,"",Rater07
128_S_0229_20140408_t1_stx2,Pass,"",Rater07
128_S_0230_S28836_t1_stx2,Pass,"",Rater07
128_S_0608_20060601_t1_stx2,Pass,"",Rater07
128_S_0608_20070629_t1_stx2,Pass,"",Rater07
128_S_0608_20080718_t1_stx2,Pass,"",Rater07
128_S_0611_20080103_t1_stx2,Pass,"",Rater07
128_S_0715_S25635_t1_stx2,Pass,"",Rater07
128_S_0770_20090825_t1_stx2,Pass,"",Rater07
128_S_0947_20061006_t1_stx2,Pass,"",Rater07
128_S_1043_20071207_t1_stx2,Pass,"",Rater07
128_S_1043_20100115_t1_stx2,Pass,"",Rater07
128_S_1088_20070118_t1_stx2,Pass,"",Rater07
128_S_1406_20080116_t1_stx2,Pass,"",Rater07
128_S_1407_20070606_t1_stx2,Pass,"",Rater07
128_S_1408_20070727_t1_stx2,Pass,"",Rater07
128_S_1409_20090310_t1_stx2,Pass,"",Rater07
128_S_2002_S470384_t1_stx2,Pass,"",Rater07
128_S_2036_S203483_t1_stx2,Pass,"",Rater07
128_S_2057_20100902_t1_stx2,Pass,"",Rater07
128_S_2123_S207082_t1_stx2,Pass,"",Rater07
128_S_2130_S210305_t1_stx2,Pass,"",Rater07
128_S_2130_S727985_t1_stx2,Pass,"",Rater07
128_S_2220_S211755_t1_stx2,Pass,"",Rater07
128_S_4553_20120519_t1_stx2,Pass,"",Rater07
128_S_4571_20121115_t1_stx2,Pass,"",Rater07
128_S_4607_20120628_t1_stx2,Pass,"",Rater07
128_S_4607_20130412_t1_stx2,Pass,"",Rater07
128_S_4607_S706806_t1_stx2,Pass,"",Rater07
128_S_4636_S433103_t1_stx2,Pass,"",Rater07
128_S_4742_20130702_t1_stx2,Pass,"",Rater07
128_S_4745_20120607_t1_stx2,Pass,"",Rater07
128_S_4772_S195575_t1_stx2,Pass,"",Rater07
128_S_4774_20120621_t1_stx2,Pass,"",Rater07
128_S_4774_20121209_t1_stx2,Pass,"",Rater07
128_S_4832_20130801_t1_stx2,Pass,"",Rater07
128_S_4832_20140924_t1_stx2,Pass,"",Rater07
128_S_4832_S491393_t1_stx2,Pass,"",Rater07
129_S_0778_20120913_t1_stx2,Pass,"",Rater07
129_S_1204_20071003_t1_stx2,Pass,"",Rater07
129_S_1246_20100305_t1_stx2,Pass,"",Rater07
129_S_4396_S207846_t1_stx2,Pass,"",Rater07
129_S_4422_S140991_t1_stx2,Pass,"",Rater07
129_S_4422_S158186_t1_stx2,Fail,"signal inversion, registration is fine",Rater07
129_S_6459_S699107_t1_stx2,Pass,"",Rater07
130_S_0232_20070305_t1_stx2,Pass,"",Rater07
130_S_0232_20100317_t1_stx2,Pass,"",Rater07
130_S_0232_20120410_t1_stx2,Pass,"",Rater07
130_S_0289_S53686_t1_stx2,Pass,"",Rater07
130_S_0886_20091204_t1_stx2,Pass,"",Rater07
130_S_0969_20061106_t1_stx2,Pass,"",Rater07
130_S_0969_20101130_t1_stx2,Pass,"",Rater07
130_S_2373_S107310_t1_stx2,Fail,"so many wrong thing, crop, scale, not aligned",Rater07
130_S_2373_S116938_t1_stx2,Fail,"so many wrong thing again, crop, scale, not aligned",Rater07
130_S_2403_20120416_t1_stx2,Pass,"",Rater07
130_S_2403_20121018_t1_stx2,Pass,"",Rater07
130_S_4250_20131025_t1_stx2,Pass,"",Rater07
130_S_4294_20111121_t1_stx2,Pass,"",Rater07
130_S_4294_20120229_t1_stx2,Pass,"",Rater07
130_S_4294_20121127_t1_stx2,Pass,"",Rater07
130_S_4294_S332489_t1_stx2,Fail,"crop brain, not aligned",Rater07
130_S_4343_20120611_t1_stx2,Pass,"",Rater07
130_S_4405_20140207_t1_stx2,Pass,"",Rater07
130_S_4405_S624240_t1_stx2,Pass,"",Rater07
130_S_4415_20120517_t1_stx2,Pass,"",Rater07
130_S_4415_20140123_t1_stx2,Pass,"",Rater07
130_S_4542_20120905_t1_stx2,Pass,"",Rater07
130_S_4605_20120326_t1_stx2,Pass,"",Rater07
130_S_4982_20130426_t1_stx2,Pass,"",Rater07
130_S_4984_20130328_t1_stx2,Pass,"",Rater07
130_S_6019_S567412_t1_stx2,Pass,"",Rater07
130_S_6137_S645260_t1_stx2,Pass,"",Rater07
130_S_6372_S688620_t1_stx2,Pass,"",Rater07
131_S_0384_20090416_t1_stx2,Pass,"",Rater07
131_S_0384_20110503_t1_stx2,Pass,"",Rater07
131_S_0384_20140423_t1_stx2,Pass,"",Rater07
131_S_0441_20070614_t1_stx2,Pass,"",Rater07
131_S_0441_20090514_t1_stx2,Pass,"",Rater07
131_S_0497_20060607_t1_stx2,Pass,"",Rater07
131_S_0497_20070110_t1_stx2,Pass,"",Rater07
131_S_0497_S15315_t1_stx2,Pass,"",Rater07
131_S_0497_S53628_t1_stx2,Pass,"",Rater07
131_S_1301_20090306_t1_stx2,Pass,"",Rater07
131_S_1389_20070316_t1_stx2,Pass,"",Rater07
131_S_1389_20070501_t1_stx2,Pass,"",Rater07
131_S_1389_20080424_t1_stx2,Pass,"",Rater07
131_S_5138_20130402_t1_stx2,Pass,"",Rater07
131_S_6143_S667432_t1_stx2,Pass,"",Rater07
133_S_0433_20060519_t1_stx2,Pass,"",Rater07
133_S_0433_20080509_t1_stx2,Pass,"",Rater07
133_S_0488_20060509_t1_stx2,Pass,"",Rater07
133_S_0638_20060626_t1_stx2,Pass,"",Rater07
133_S_0727_20060907_t1_stx2,Pass,"",Rater07
133_S_0727_20061129_t1_stx2,Pass,"",Rater07
133_S_0727_20080326_t1_stx2,Pass,"",Rater07
133_S_0771_20061018_t1_stx2,Pass,"",Rater07
133_S_0771_20070405_t1_stx2,Pass,"",Rater07
133_S_0771_20081006_t1_stx2,Pass,"",Rater07
133_S_0792_20080317_t1_stx2,Pass,"",Rater07
133_S_0912_20071101_t1_stx2,Pass,"",Rater07
133_S_1031_20071120_t1_stx2,Pass,"",Rater07
133_S_1055_20070611_t1_stx2,Pass,"",Rater07
135_S_4281_20120124_t1_stx2,Pass,"",Rater07
135_S_4281_20131105_t1_stx2,Pass,"",Rater07
135_S_4356_20120216_t1_stx2,Pass,"",Rater07
135_S_4356_S325408_t1_stx2,Pass,"",Rater07
135_S_4406_20131205_t1_stx2,Pass,"",Rater07
135_S_4489_S827405_t1_stx2,Pass,"",Rater07
135_S_4566_20120307_t1_stx2,Pass,"",Rater07
135_S_4566_20120606_t1_stx2,Pass,"",Rater07
135_S_4566_20140407_t1_stx2,Pass,"",Rater07
135_S_4676_20120419_t1_stx2,Pass,"",Rater07
135_S_4676_20140512_t1_stx2,Pass,"",Rater07
135_S_4954_20120924_t1_stx2,Pass,"",Rater07
135_S_5273_S270055_t1_stx2,Pass,"",Rater07
135_S_6104_S629806_t1_stx2,Pass,"",Rater07
136_S_0086_20061030_t1_stx2,Pass,"",Rater07
136_S_0186_20060224_t1_stx2,Pass,"",Rater07
136_S_0186_20100525_t1_stx2,Pass,"",Rater07
136_S_0194_20061016_t1_stx2,Pass,"",Rater07
136_S_0196_20060417_t1_stx2,Pass,"",Rater07
136_S_0299_20080613_t1_stx2,Pass,"",Rater07
136_S_0873_20061002_t1_stx2,Pass,"",Rater07
136_S_0873_20071026_t1_stx2,Pass,"",Rater07
136_S_1227_20080929_t1_stx2,Pass,"",Rater07
136_S_1227_20100322_t1_stx2,Pass,"",Rater07
136_S_4189_20120802_t1_stx2,Pass,"",Rater07
136_S_4269_20111031_t1_stx2,Pass,"",Rater07
136_S_4269_20120809_t1_stx2,Pass,"",Rater07
136_S_4269_20131206_t1_stx2,Pass,"",Rater07
136_S_4993_20121024_t1_stx2,Pass,"",Rater07
137_S_0283_20060315_t1_stx2,Pass,"",Rater07
137_S_0283_20061030_t1_stx2,Pass,"",Rater07
137_S_0283_20090423_t1_stx2,Pass,"",Rater07
137_S_0301_20120420_t1_stx2,Pass,"",Rater07
137_S_0481_20061207_t1_stx2,Pass,"",Rater07
137_S_0631_20070117_t1_stx2,Pass,"",Rater07
137_S_0668_S121367_t1_stx2,Pass,"",Rater07
137_S_0669_20070827_t1_stx2,Pass,"",Rater07
137_S_0722_20090917_t1_stx2,Pass,"",Rater07
137_S_0800_S120657_t1_stx2,Pass,"",Rater07
137_S_0972_20091201_t1_stx2,Pass,"",Rater07
137_S_0972_20121130_t1_stx2,Pass,"",Rater07
137_S_0973_20101203_t1_stx2,Pass,"",Rater07
137_S_0994_20131203_t1_stx2,Pass,"",Rater07
137_S_1414_20080226_t1_stx2,Pass,"",Rater07
137_S_1414_20140820_t1_stx2,Pass,"",Rater07
137_S_4211_20110921_t1_stx2,Pass,"",Rater07
137_S_4211_20121010_t1_stx2,Pass,"",Rater07
137_S_4299_20111102_t1_stx2,Pass,"",Rater07
137_S_4299_20121106_t1_stx2,Pass,"",Rater07
137_S_4351_20111202_t1_stx2,Pass,"",Rater07
137_S_4351_20131209_t1_stx2,Pass,"",Rater07
137_S_4351_S326257_t1_stx2,Pass,"",Rater07
137_S_4520_20120604_t1_stx2,Pass,"",Rater07
137_S_4536_20120910_t1_stx2,Pass,"",Rater07
137_S_4536_20130321_t1_stx2,Pass,"",Rater07
137_S_4536_20140325_t1_stx2,Pass,"",Rater07
137_S_4536_S391726_t1_stx2,Pass,"",Rater07
137_S_4596_20121008_t1_stx2,Pass,"",Rater07
137_S_4596_20140408_t1_stx2,Pass,"",Rater07
137_S_4623_20121112_t1_stx2,Pass,"",Rater07
137_S_4623_20140508_t1_stx2,Pass,"",Rater07
137_S_4632_20120503_t1_stx2,Pass,"",Rater07
137_S_4672_20140416_t1_stx2,Pass,"",Rater07
137_S_4678_20120503_t1_stx2,Pass,"",Rater07
137_S_4678_20121126_t1_stx2,Pass,"",Rater07
137_S_4756_20120531_t1_stx2,Pass,"",Rater07
137_S_4815_20130304_t1_stx2,Fail,"",Rater07
137_S_4852_20130925_t1_stx2,Pass,"",Rater07
137_S_4862_20130722_t1_stx2,Pass,"",Rater07
141_S_0696_20060825_t1_stx2,Pass,"",Rater07
141_S_0717_20070407_t1_stx2,Pass,"",Rater07
141_S_0717_20070921_t1_stx2,Pass,"",Rater07
141_S_0726_20060827_t1_stx2,Pass,"",Rater07
141_S_0767_S560087_t1_stx2,Pass,"",Rater07
141_S_0790_20070426_t1_stx2,Pass,"",Rater07
141_S_0790_20071204_t1_stx2,Pass,"",Rater07
141_S_0852_20070425_t1_stx2,Pass,"",Rater07
141_S_0915_20071117_t1_stx2,Pass,"",Rater07
141_S_1255_20070203_t1_stx2,Pass,"",Rater07
141_S_4053_20120529_t1_stx2,Pass,"",Rater07
141_S_4426_20111202_t1_stx2,Pass,"",Rater07
141_S_4711_20120512_t1_stx2,Pass,"",Rater07
141_S_4711_20121228_t1_stx2,Pass,"",Rater07
141_S_6008_S828559_t1_stx2,Pass,"",Rater07
141_S_6041_S581367_t1_stx2,Pass,"",Rater07
153_S_2148_20110526_t1_stx2,Pass,"",Rater07
153_S_4077_20130723_t1_stx2,Pass,"",Rater07
153_S_4151_20111107_t1_stx2,Pass,"",Rater07
153_S_4151_S272945_t1_stx2,Pass,"",Rater07
153_S_4159_20111108_t1_stx2,Pass,"",Rater07
153_S_4172_20130925_t1_stx2,Pass,"",Rater07
153_S_4838_20121003_t1_stx2,Pass,"",Rater07
168_S_6108_S631264_t1_stx2,Pass,"",Rater07
168_S_6121_S643198_t1_stx2,Pass,"",Rater07
168_S_6142_S825647_t1_stx2,Pass,"",Rater07
301_S_6224_S658354_t1_stx2,Pass,"",Rater07
941_S_1195_20140415_t1_stx2,Pass,"",Rater07
941_S_1202_20070130_t1_stx2,Pass,"",Rater07
941_S_1202_20120702_t1_stx2,Pass,"",Rater07
941_S_1203_20070129_t1_stx2,Pass,"",Rater07
941_S_1203_20071013_t1_stx2,Pass,"",Rater07
941_S_1203_20110323_t1_stx2,Pass,"",Rater07
941_S_1295_20080819_t1_stx2,Pass,"",Rater07
941_S_2060_20100908_t1_stx2,Pass,"",Rater07
941_S_4100_20120809_t1_stx2,Pass,"",Rater07
941_S_4100_S160453_t1_stx2,Pass,"",Rater07
941_S_4292_20121220_t1_stx2,Pass,"",Rater07
941_S_4365_20121220_t1_stx2,Pass,"",Rater07
941_S_4376_20130122_t1_stx2,Pass,"",Rater07
941_S_4376_S718162_t1_stx2,Pass,"",Rater07
941_S_5193_20130819_t1_stx2,Pass,"",Rater07
941_S_6017_S565427_t1_stx2,Pass,"",Rater07
941_S_6054_S845684_t1_stx2,Pass,"",Rater07
941_S_6058_S592771_t1_stx2,Pass,"",Rater07
941_S_6254_S828320_t1_stx2,Pass,"",Rater07
941_S_6384_S691655_t1_stx2,Pass,"",Rater07
941_S_6514_S709616_t1_stx2,Pass,"",Rater07
023_S_0030_S42705_t1_stx2,Pass,lession ? but aligned,Rater07
109_S_4531_20120927_t1_stx2,Fail,"",Rater07
002_S_0619_20080813_t1_stx2,Fail,X-Rot error. See pons/brainstem and cerebellum. Z-scale too small.,Rater04
023_S_4448_S447033_t1_stx2,Pass,"",Rater04
023_S_4502_20120306_t1_stx2,Pass,"",Rater04
023_S_4796_20130322_t1_stx2,Fail,"",Rater04
023_S_6334_S682405_t1_stx2,Pass,"",Rater04
023_S_6795_S848123_t1_stx2,Pass,"",Rater04
024_S_0985_20081030_t1_stx2,Pass,"",Rater04
024_S_0985_S130081_t1_stx2,Pass,"",Rater04
024_S_1063_20070521_t1_stx2,Pass,"",Rater04
024_S_1307_20070223_t1_stx2,Pass,"",Rater04
024_S_1393_20080407_t1_stx2,Pass,threshold pass - z and y scale too small,Rater04
024_S_1393_20081021_t1_stx2,Fail,"",Rater04
024_S_1393_S83274_t1_stx2,Fail,"",Rater04
024_S_4084_20130719_t1_stx2,Pass,"",Rater04
024_S_4084_20150806_t1_stx2,Pass,"",Rater04
024_S_4158_20130829_t1_stx2,Pass,"",Rater04
024_S_4169_20130927_t1_stx2,Pass,"",Rater04
024_S_5290_S742151_t1_stx2,Pass,"",Rater04
027_S_0074_20061227_t1_stx2,Pass,"",Rater04
027_S_0116_20080218_t1_stx2,Pass,"",Rater04
027_S_0120_20060206_t1_stx2,Pass,"",Rater04
027_S_0120_20070216_t1_stx2,Pass,"",Rater04
027_S_0120_20100222_t1_stx2,Pass,"",Rater04
027_S_0120_20110207_t1_stx2,Pass,"",Rater04
027_S_0120_S216036_t1_stx2,Pass,"",Rater04
027_S_0120_S251046_t1_stx2,Pass,"",Rater04
027_S_0179_20090310_t1_stx2,Pass,"",Rater04
027_S_0256_20061006_t1_stx2,Pass,"",Rater04
027_S_0256_20090406_t1_stx2,Pass,"",Rater04
027_S_0403_20080507_t1_stx2,Pass,"",Rater04
027_S_0403_20090507_t1_stx2,Pass,"",Rater04
027_S_0404_20060427_t1_stx2,Pass,"",Rater04
027_S_0404_20070509_t1_stx2,Pass,"",Rater04
027_S_0408_20070530_t1_stx2,Fail,potential motion not caught by pre-processing - z scale is smaller than it should be so it's a fail,Rater04
027_S_0485_20071106_t1_stx2,Pass,"",Rater04
027_S_0644_S114000_t1_stx2,Fail,atrophy - y scale small - failed but it could have passed?,Rater04
027_S_0835_20070926_t1_stx2,Pass,"",Rater04
027_S_0835_20090916_t1_stx2,Pass,"",Rater04
027_S_1045_20080521_t1_stx2,Pass,"",Rater04
027_S_1081_20080204_t1_stx2,Pass,z-scale slightly too small but tentorium is lined up so it's a threshold pass,Rater04
027_S_1082_20061213_t1_stx2,Pass,"",Rater04
027_S_1213_20080116_t1_stx2,Pass,some motion - registration is fine so it's a pass,Rater04
027_S_1213_S62260_t1_stx2,Pass,motion - registration is fine,Rater04
027_S_1254_20070813_t1_stx2,Pass,"",Rater04
027_S_1277_20070829_t1_stx2,Pass,"",Rater04
027_S_1277_S37959_t1_stx2,Pass,"",Rater04
027_S_1385_20070919_t1_stx2,Pass,"",Rater04
027_S_2183_S178625_t1_stx2,Pass,"",Rater04
027_S_4757_20140625_t1_stx2,Pass,"",Rater04
027_S_4802_20130110_t1_stx2,Pass,"",Rater04
027_S_4873_20121113_t1_stx2,Pass,"",Rater04
027_S_4919_20121204_t1_stx2,Pass,"",Rater04
027_S_4926_20141024_t1_stx2,Pass,"",Rater04
027_S_4938_20120926_t1_stx2,Pass,"",Rater04
027_S_4938_20131014_t1_stx2,Pass,"",Rater04
027_S_4955_20130506_t1_stx2,Pass,"",Rater04
027_S_4962_20130108_t1_stx2,Pass,"",Rater04
027_S_5079_20130910_t1_stx2,Pass,"",Rater04
027_S_5079_20140325_t1_stx2,Pass,"",Rater04
027_S_5083_S485991_t1_stx2,Fail,intensity homogeneity - registration around temporal regions not great - fail,Rater04
027_S_5093_20130912_t1_stx2,Pass,"",Rater04
027_S_5109_20130930_t1_stx2,Pass,aliasing - registration good,Rater04
027_S_5118_20140422_t1_stx2,Pass,"",Rater04
027_S_5197_20130609_t1_stx2,Pass,aliasing - z scale small but registration good - tentorium lined up,Rater04
027_S_5197_S191819_t1_stx2,Pass,"",Rater04
029_S_0824_20060822_t1_stx2,Pass,"",Rater04
029_S_0824_20091005_t1_stx2,Pass,"",Rater04
029_S_0843_20070516_t1_stx2,Pass,"",Rater04
029_S_0845_20070920_t1_stx2,Pass,atrophy - registration good,Rater04
029_S_0845_20081013_t1_stx2,Pass,"",Rater04
029_S_0845_S75197_t1_stx2,Pass,"",Rater04
029_S_0845_S94569_t1_stx2,Pass,"",Rater04
029_S_0866_20071030_t1_stx2,Pass,"",Rater04
029_S_0866_20081014_t1_stx2,Pass,"",Rater04
029_S_0914_20061218_t1_stx2,Pass,"",Rater04
029_S_0914_20080703_t1_stx2,Pass,"",Rater04
029_S_1073_20071210_t1_stx2,Pass,"",Rater04
029_S_1073_20100113_t1_stx2,Pass,"",Rater04
029_S_1218_20090313_t1_stx2,Pass,"",Rater04
029_S_2370_S108664_t1_stx2,Pass,"",Rater04
029_S_2376_S140231_t1_stx2,Pass,"",Rater04
029_S_4290_20111007_t1_stx2,Pass,"",Rater04
029_S_4290_20131113_t1_stx2,Pass,"",Rater04
029_S_4307_20120816_t1_stx2,Pass,"",Rater04
029_S_4327_20120709_t1_stx2,Pass,"",Rater04
029_S_4384_S680229_t1_stx2,Pass,"",Rater04
029_S_4385_20120827_t1_stx2,Pass,"",Rater04
029_S_4585_S675262_t1_stx2,Pass,"",Rater04
029_S_5135_S272125_t1_stx2,Pass,"",Rater04
029_S_5158_20130926_t1_stx2,Pass,"",Rater04
031_S_0351_20090427_t1_stx2,Pass,"",Rater04
031_S_0618_20120620_t1_stx2,Pass,"",Rater04
031_S_0830_20080324_t1_stx2,Pass,"",Rater04
031_S_0830_20080925_t1_stx2,Pass,"",Rater04
031_S_0830_20090921_t1_stx2,Pass,"y-scale slightly too big, but tentorium is lined up - also some blurring - threshold pass",Rater04
